Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
E-Class,2024,Global,White,Electric,85046,602,1,Yes
GLC,2024,Global,Black,Electric,143620,420,1,Yes
GLA,2023,Global,Black,Hybrid,52919,410,1,No
S-Class,2022,Global,Grey,Petrol,191213,365,1,Yes
GLE,2020,Global,Red,Petrol,132602,417,1,Yes
CLA,2022,Global,Silver,Diesel,71358,242,1,Yes
AMG C 63,2022,Global,Black,Petrol,234242,493,1,Yes
E-Class,2025,Global,Grey,Electric,81090,502,1,Yes
S-Class,2022,Global,Grey,Diesel,235274,675,1,Yes
AMG A 45,2021,Global,Silver,Petrol,338289,414,1,Yes
GLE,2024,Global,Red,Hybrid,69317,358,1,Yes
GLE,2021,Global,Yellow,Diesel,130684,439,1,Yes
GLA,2025,Global,Silver,Electric,92049,246,1,Yes
GLA,2021,Global,Black,Petrol,57078,171,1,Yes
E-Class,2020,Global,Black,Diesel,54092,421,1,No
C-Class,2021,Global,Black,Hybrid,62305,503,1,No
GLC,2021,Global,Green,Petrol,62357,373,1,Yes
GLS,2022,Global,Red,Diesel,354206,384,1,Yes
A-Class,2020,Global,Green,Diesel,50061,375,1,Yes
GLB,2022,Global,Black,Petrol,41338,379,1,Yes
A-Class,2022,Global,Silver,Diesel,61248,291,1,Yes
GLA,2020,Global,Silver,Diesel,85656,340,1,Yes
GLE,2023,Global,Green,Diesel,105589,256,1,Yes
S-Class,2021,Global,Silver,Diesel,187229,766,1,Yes
GLB,2025,Global,Orange,Hybrid,81287,396,1,Yes
CLA,2023,Global,Orange,Petrol,42635,248,1,Yes
C-Class,2020,Global,Black,Diesel,69751,412,1,No
GLE,2022,Global,Grey,Diesel,72579,251,1,No
GLC,2024,Global,White,Petrol,76139,451,1,No
C-Class,2025,Global,Silver,Electric,85089,415,1,Yes
C-Class,2025,Global,Grey,Petrol,100317,380,1,Yes
C-Class,2024,Global,Black,Hybrid,92539,249,1,Yes
GLA,2024,Global,White,Electric,64447,385,1,Yes
GLE,2021,Global,White,Diesel,149263,469,1,Yes
GLC,2023,Global,White,Diesel,112865,207,1,Yes
GLS,2022,Global,Black,Hybrid,307183,548,1,Yes
GLE,2022,Global,Blue,Petrol,159708,291,1,Yes
E-Class,2022,Global,White,Petrol,56166,491,1,Yes
A-Class,2023,Global,Green,Petrol,93045,214,1,Yes
E-Class,2020,Global,Silver,Petrol,88404,348,1,Yes
E-Class,2021,Global,Black,Petrol,63562,440,1,Yes
E-Class,2024,Global,Black,Petrol,46450,289,1,Yes
GLE,2023,Global,Red,Diesel,137769,490,1,Yes
GLB,2025,Global,White,Petrol,71242,192,1,Yes
GLC,2022,Global,Black,Petrol,120684,215,1,Yes
GLE,2023,Global,Black,Petrol,126859,411,1,No
GLE,2024,Global,Blue,Hybrid,102691,455,1,Yes
C-Class,2024,Global,White,Hybrid,94305,506,1,No
C-Class,2024,Global,Silver,Hybrid,72262,313,1,Yes
GLA,2022,Global,Green,Petrol,59352,197,1,Yes
C-Class,2021,Global,Grey,Petrol,55117,406,1,Yes
A-Class,2021,Global,Black,Diesel,44524,172,1,Yes
GLE,2021,Global,White,Hybrid,152097,556,1,Yes
GLB,2021,Global,Grey,Diesel,88979,278,1,Yes
GLA,2025,Global,Silver,Hybrid,47878,195,1,Yes
C-Class,2020,Global,Grey,Petrol,44657,275,1,Yes
GLE,2021,Global,White,Petrol,76301,534,1,Yes
E-Class,2025,Global,Silver,Electric,95970,255,1,Yes
GLC,2025,Global,Black,Electric,160997,438,1,Yes
GLE,2025,Global,Blue,Electric,121527,373,1,Yes
GLC,2021,Global,White,Petrol,106844,472,1,No
GLE,2022,Global,Grey,Diesel,113530,280,1,No
E-Class,2024,Global,White,Petrol,90793,459,1,Yes
S-Class,2025,Global,Black,Electric,278117,673,1,Yes
A-Class,2025,Global,Yellow,Electric,101033,346,1,No
C-Class,2023,Global,White,Petrol,93405,394,1,Yes
GLC,2020,Global,Green,Petrol,76270,393,1,Yes
A-Class,2025,Global,Grey,Hybrid,44136,168,1,Yes
GLC,2025,Global,Grey,Hybrid,127917,414,1,Yes
GLC,2021,Global,Black,Petrol,127816,366,1,Yes
GLE,2023,Global,White,Electric,74067,435,1,Yes
S-Class,2022,Global,Silver,Electric,150061,634,1,Yes
GLE,2021,Global,Silver,Petrol,146209,473,1,Yes
A-Class,2021,Global,Orange,Petrol,92930,195,1,Yes
E-Class,2021,Global,Blue,Petrol,71494,572,1,Yes
A-Class,2025,Global,Black,Electric,51425,155,1,Yes
G-Class,2020,Global,White,Petrol,320554,580,1,Yes
GLC,2024,Global,Black,Electric,104832,292,1,Yes
E-Class,2022,Global,White,Petrol,87561,521,1,Yes
C-Class,2025,Global,White,Electric,69907,412,1,Yes
GLA,2024,Global,Blue,Diesel,69382,247,1,Yes
CLA,2020,Global,Grey,Diesel,63644,207,1,Yes
GLE,2024,Global,Black,Petrol,110606,586,1,Yes
A-Class,2024,Global,White,Petrol,49391,330,1,Yes
E-Class,2021,Global,White,Petrol,84716,526,1,Yes
E-Class,2021,Global,White,Petrol,72111,320,1,Yes
A-Class,2020,Global,Grey,Petrol,82168,237,1,Yes
C-Class,2023,Global,White,Petrol,45821,463,1,Yes
A-Class,2024,Global,Black,Hybrid,77611,236,1,Yes
CLA,2023,Global,Grey,Diesel,82297,421,1,Yes
G-Class,2022,Global,Grey,Petrol,217961,434,1,Yes
A-Class,2022,Global,Grey,Petrol,67139,154,1,Yes
GLE,2023,Global,Silver,Petrol,67650,277,1,Yes
GLA,2024,Global,Black,Petrol,41081,381,1,Yes
GLB,2022,Global,Red,Petrol,71176,350,1,No
GLE,2023,Global,Black,Petrol,112877,572,1,Yes
GLE,2023,Global,Black,Petrol,147455,536,1,Yes
E-Class,2021,Global,Grey,Petrol,92988,323,1,No
GLE,2024,Global,Red,Electric,100407,405,1,Yes
C-Class,2024,Global,Red,Petrol,60466,228,1,Yes
AMG S 63,2022,Global,White,Hybrid,195604,794,1,No
C-Class,2024,Global,Green,Petrol,92241,307,1,Yes
GLC,2020,Global,Silver,Petrol,63829,444,1,Yes
S-Class,2022,Global,White,Hybrid,367013,325,1,Yes
E-Class,2024,Global,Black,Petrol,84736,230,1,Yes
CLA,2024,Global,Red,Petrol,100679,381,1,Yes
GLC,2020,Global,Grey,Petrol,104802,463,1,Yes
GLA,2022,Global,White,Diesel,79150,396,1,Yes
E-Class,2020,Global,Brown,Petrol,89588,500,1,Yes
GLS,2023,Global,White,Petrol,284489,522,1,Yes
A-Class,2024,Global,Green,Diesel,72542,218,1,Yes
E-Class,2024,Global,Silver,Petrol,44625,514,1,Yes
C-Class,2025,Global,Grey,Electric,85219,494,1,Yes
E-Class,2024,Global,Black,Hybrid,80121,377,1,Yes
GLC,2023,Global,Silver,Petrol,75748,283,1,Yes
GLA,2022,Global,White,Petrol,61481,420,1,Yes
GLB,2021,Global,Red,Diesel,40155,208,1,Yes
E-Class,2022,Global,Blue,Petrol,52413,560,1,Yes
GLA,2022,Global,Silver,Petrol,94749,387,1,Yes
GLC,2021,Global,White,Petrol,127379,230,1,Yes
GLE,2022,Global,White,Hybrid,86973,400,1,Yes
A-Class,2024,Global,Blue,Diesel,71286,330,1,Yes
A-Class,2022,Global,White,Diesel,94609,196,1,Yes
A-Class,2022,Global,Green,Petrol,60352,208,1,Yes
S-Class,2021,Global,White,Diesel,321469,718,1,Yes
GLC,2025,Global,Silver,Hybrid,143943,435,1,Yes
C-Class,2022,Global,Black,Diesel,62492,375,1,No
E-Class,2024,Global,White,Electric,73337,590,1,Yes
G-Class,2023,Global,Orange,Diesel,308408,528,1,Yes
GLC,2024,Global,Silver,Petrol,167194,454,1,Yes
GLA,2021,Global,Grey,Hybrid,73432,391,1,Yes
E-Class,2022,Global,Silver,Petrol,42562,477,1,Yes
GLE,2021,Global,Silver,Petrol,85822,370,1,No
C-Class,2020,Global,White,Diesel,78817,221,1,Yes
A-Class,2025,Global,Grey,Electric,104764,413,1,No
GLA,2021,Global,Blue,Petrol,78972,373,1,Yes
AMG GT,2024,Global,Silver,Hybrid,175920,631,1,Yes
A-Class,2023,Global,Silver,Petrol,89251,385,1,Yes
GLC,2022,Global,Grey,Petrol,102736,239,1,Yes
GLE,2020,Global,White,Diesel,79621,439,1,Yes
GLC,2024,Global,White,Petrol,164610,279,1,Yes
S-Class,2020,Global,Black,Petrol,273286,309,1,Yes
GLC,2020,Global,White,Petrol,106818,505,1,Yes
C-Class,2023,Global,Grey,Petrol,93637,258,1,Yes
GLB,2023,Global,White,Diesel,82670,191,1,Yes
GLE,2023,Global,White,Petrol,97225,268,1,Yes
CLA,2023,Global,Grey,Hybrid,50951,298,1,Yes
G-Class,2021,Global,Grey,Diesel,357535,464,1,Yes
S-Class,2025,Global,Brown,Hybrid,381400,546,1,Yes
C-Class,2023,Global,Black,Electric,71747,224,1,Yes
GLE,2023,Global,White,Petrol,153156,585,1,Yes
GLA,2021,Global,Silver,Petrol,85456,211,1,Yes
E-Class,2022,Global,Silver,Petrol,58701,563,1,Yes
GLE,2021,Global,Grey,Diesel,80664,535,1,Yes
G-Class,2024,Global,Grey,Electric,153392,561,1,Yes
GLC,2021,Global,Blue,Petrol,124878,444,1,Yes
GLC,2021,Global,White,Hybrid,88999,491,1,Yes
GLE,2022,Global,Grey,Diesel,121983,382,1,Yes
GLS,2021,Global,Black,Petrol,333214,387,1,Yes
GLE,2020,Global,White,Petrol,100125,484,1,Yes
GLC,2020,Global,Yellow,Diesel,95324,270,1,Yes
CLA,2021,Global,Grey,Hybrid,90716,370,1,Yes
A-Class,2020,Global,Grey,Petrol,66175,338,1,Yes
GLC,2020,Global,White,Diesel,141951,331,1,Yes
AMG A 45,2025,Global,Silver,Petrol,259749,401,1,Yes
GLA,2020,Global,Black,Diesel,74503,324,1,Yes
GLB,2023,Global,White,Electric,50729,229,1,Yes
CLA,2022,Global,White,Petrol,49718,258,1,No
GLE,2022,Global,Black,Hybrid,140326,416,1,Yes
GLC,2024,Global,Grey,Hybrid,122564,353,1,Yes
CLA,2024,Global,Black,Hybrid,54699,236,1,Yes
GLE,2021,Global,Black,Petrol,69957,329,1,Yes
E-Class,2021,Global,White,Petrol,72321,359,1,Yes
C-Class,2025,Global,White,Petrol,55910,435,1,Yes
C-Class,2023,Global,Black,Petrol,77857,458,1,Yes
GLE,2021,Global,Grey,Petrol,87085,545,1,Yes
C-Class,2020,Global,Black,Petrol,81555,293,1,Yes
A-Class,2021,Global,Silver,Petrol,91006,210,1,Yes
GLC,2020,Global,Brown,Diesel,62350,351,1,Yes
GLE,2023,Global,Black,Electric,107412,467,1,Yes
C-Class,2025,Global,Green,Hybrid,67937,235,1,Yes
GLA,2025,Global,Black,Electric,41458,257,1,Yes
CLA,2020,Global,Black,Petrol,56457,404,1,Yes
CLA,2021,Global,Brown,Diesel,78491,252,1,Yes
E-Class,2024,Global,Black,Electric,93643,549,1,No
GLA,2024,Global,White,Diesel,71009,364,1,Yes
GLE,2022,Global,Blue,Hybrid,91082,393,1,Yes
G-Class,2023,Global,Black,Petrol,338827,557,1,Yes
A-Class,2025,Global,Black,Diesel,65568,211,1,Yes
GLC,2021,Global,Brown,Diesel,154740,366,1,No
E-Class,2024,Global,Blue,Petrol,68909,377,1,Yes
GLB,2022,Global,Red,Petrol,80466,169,1,Yes
GLA,2024,Global,Grey,Petrol,93314,268,1,No
GLA,2020,Global,Silver,Diesel,67875,171,1,Yes
S-Class,2021,Global,Black,Petrol,230278,724,1,Yes
E-Class,2021,Global,White,Diesel,85870,224,1,Yes
C-Class,2025,Global,White,Diesel,54612,504,1,Yes
GLA,2022,Global,Silver,Diesel,51861,191,1,Yes
GLE,2024,Global,White,Petrol,119815,286,1,Yes
GLC,2025,Global,Silver,Petrol,133828,473,1,Yes
CLA,2020,Global,Blue,Petrol,44143,341,1,Yes
E-Class,2021,Global,Yellow,Petrol,41386,589,1,No
GLE,2020,Global,Black,Diesel,149156,589,1,Yes
GLC,2023,Global,Silver,Hybrid,75378,399,1,Yes
A-Class,2023,Global,Red,Hybrid,94781,371,1,Yes
GLC,2020,Global,Blue,Petrol,112240,282,1,Yes
A-Class,2020,Global,Silver,Petrol,80122,347,1,No
E-Class,2022,Global,Black,Petrol,52428,271,1,Yes
GLE,2022,Global,Blue,Petrol,92911,579,1,Yes
A-Class,2024,Global,Black,Hybrid,43964,284,1,Yes
C-Class,2023,Global,Black,Hybrid,51188,308,1,Yes
CLA,2023,Global,Silver,Petrol,99356,253,1,Yes
CLA,2024,Global,Silver,Petrol,40183,311,1,Yes
S-Class,2020,Global,Black,Petrol,132600,357,1,No
E-Class,2024,Global,Silver,Electric,101149,439,1,No
GLB,2022,Global,Black,Diesel,55384,181,1,Yes
CLA,2025,Global,Black,Diesel,93040,278,1,Yes
GLC,2020,Global,Brown,Diesel,67352,344,1,Yes
S-Class,2023,Global,Grey,Diesel,137495,769,1,Yes
AMG GT,2022,Global,Black,Petrol,360188,531,1,Yes
GLC,2023,Global,Silver,Hybrid,134096,478,1,Yes
GLC,2024,Global,Silver,Hybrid,154159,277,1,Yes
A-Class,2023,Global,Silver,Diesel,76112,228,1,Yes
GLA,2024,Global,Silver,Electric,65388,170,1,Yes
C-Class,2024,Global,Black,Electric,89371,455,1,Yes
GLB,2022,Global,Grey,Petrol,73027,224,1,No
CLA,2023,Global,White,Petrol,61947,333,1,Yes
GLB,2023,Global,Black,Electric,47318,383,1,Yes
E-Class,2023,Global,White,Diesel,51678,364,1,No
GLE,2023,Global,Grey,Petrol,133092,291,1,Yes
GLC,2025,Global,Black,Diesel,134920,398,1,No
GLS,2024,Global,White,Petrol,280998,552,1,Yes
C-Class,2022,Global,Black,Hybrid,66733,307,1,Yes
GLC,2023,Global,Black,Petrol,67172,509,1,Yes
GLE,2023,Global,White,Petrol,104963,528,1,Yes
GLS,2020,Global,Black,Petrol,315902,572,1,Yes
GLE,2023,Global,Red,Petrol,91548,336,1,Yes
GLA,2022,Global,Black,Petrol,55447,173,1,Yes
A-Class,2024,Global,White,Hybrid,51824,364,1,Yes
GLA,2020,Global,Yellow,Diesel,36949,369,1,Yes
E-Class,2023,Global,Silver,Diesel,88286,464,1,Yes
GLB,2020,Global,Black,Petrol,42053,389,1,Yes
E-Class,2024,Global,Grey,Petrol,55341,450,1,Yes
S-Class,2024,Global,White,Hybrid,242809,370,1,Yes
GLC,2023,Global,Grey,Hybrid,147717,363,1,Yes
C-Class,2022,Global,Black,Diesel,50699,409,1,Yes
GLE,2021,Global,Black,Petrol,72407,305,1,Yes
A-Class,2024,Global,Grey,Diesel,86502,170,1,Yes
A-Class,2024,Global,Silver,Petrol,68119,290,1,Yes
GLC,2023,Global,Black,Hybrid,92783,203,1,Yes
GLS,2021,Global,Green,Diesel,293307,474,1,No
GLA,2025,Global,Black,Petrol,78696,356,1,Yes
GLC,2024,Global,White,Petrol,82213,260,1,Yes
E-Class,2025,Global,White,Petrol,60131,463,1,Yes
GLE,2024,Global,Grey,Diesel,162721,312,1,Yes
GLC,2020,Global,Black,Petrol,77820,484,1,Yes
CLS,2023,Global,Yellow,Petrol,93045,445,1,Yes
GLE,2022,Global,Yellow,Petrol,99949,582,1,Yes
GLE,2023,Global,Black,Diesel,131328,605,1,No
GLE,2022,Global,Blue,Diesel,96000,429,1,Yes
E-Class,2020,Global,Black,Petrol,44531,434,1,Yes
GLE,2023,Global,Black,Hybrid,82588,451,1,Yes
GLC,2020,Global,White,Diesel,147025,244,1,Yes
C-Class,2025,Global,Red,Diesel,72380,399,1,Yes
GLE,2025,Global,Black,Electric,162481,379,1,Yes
GLC,2025,Global,Black,Electric,106773,238,1,Yes
AMG E 63,2024,Global,White,Petrol,332739,594,1,Yes
GLE,2020,Global,Grey,Diesel,91334,270,1,Yes
C-Class,2023,Global,White,Hybrid,48301,266,1,No
GLB,2021,Global,Silver,Diesel,43237,359,1,Yes
GLC,2025,Global,Black,Electric,93110,356,1,Yes
A-Class,2020,Global,Grey,Petrol,46713,298,1,Yes
C-Class,2024,Global,Red,Hybrid,61423,494,1,Yes
E-Class,2022,Global,Silver,Petrol,92097,413,1,Yes
CLA,2025,Global,Silver,Hybrid,66947,231,1,No
E-Class,2025,Global,Blue,Petrol,105188,236,1,Yes
GLE,2023,Global,Blue,Petrol,71289,553,1,Yes
GLA,2023,Global,Grey,Electric,75312,299,1,Yes
GLC,2024,Global,Black,Petrol,137715,418,1,No
GLE,2023,Global,Black,Diesel,118423,315,1,Yes
GLE,2021,Global,Silver,Diesel,135612,602,1,Yes
E-Class,2025,Global,White,Electric,71028,281,1,No
GLC,2021,Global,Black,Hybrid,128646,401,1,Yes
A-Class,2022,Global,White,Diesel,81972,196,1,No
GLC,2021,Global,Grey,Diesel,151427,497,1,Yes
A-Class,2023,Global,White,Petrol,74716,154,1,Yes
GLE,2020,Global,Grey,Petrol,95072,506,1,No
E-Class,2021,Global,Black,Petrol,67751,280,1,Yes
GLE,2022,Global,Black,Hybrid,130739,443,1,Yes
GLE,2025,Global,White,Hybrid,129608,601,1,Yes
GLC,2024,Global,Blue,Electric,106225,473,1,No
CLA,2022,Global,Silver,Petrol,37699,337,1,Yes
C-Class,2021,Global,Grey,Petrol,44453,379,1,No
GLE,2022,Global,Blue,Petrol,149416,318,1,Yes
AMG C 63,2020,Global,White,Petrol,278045,493,1,Yes
E-Class,2025,Global,White,Hybrid,103498,522,1,Yes
GLB,2025,Global,Silver,Hybrid,42887,366,1,No
GLC,2022,Global,White,Petrol,85174,503,1,Yes
C-Class,2020,Global,White,Petrol,55843,293,1,Yes
GLE,2023,Global,White,Petrol,111410,284,1,Yes
C-Class,2020,Global,Green,Diesel,55344,290,1,Yes
G-Class,2022,Global,Orange,Electric,304301,524,1,No
GLC,2023,Global,Black,Petrol,91821,268,1,Yes
C-Class,2024,Global,White,Electric,59547,292,1,Yes
GLE,2023,Global,White,Electric,112517,600,1,Yes
S-Class,2022,Global,Silver,Petrol,197012,671,1,No
GLC,2022,Global,Blue,Petrol,158097,484,1,Yes
GLA,2023,Global,Silver,Diesel,48402,347,1,Yes
E-Class,2020,Global,Grey,Petrol,86825,226,1,Yes
A-Class,2020,Global,White,Petrol,55934,182,1,Yes
GLB,2025,Global,Green,Hybrid,85310,338,1,No
GLA,2025,Global,Blue,Hybrid,72147,169,1,Yes
A-Class,2023,Global,Brown,Hybrid,60451,372,1,Yes
S-Class,2023,Global,Black,Hybrid,162315,682,1,Yes
A-Class,2023,Global,White,Petrol,88391,336,1,Yes
E-Class,2025,Global,Silver,Electric,72819,323,1,Yes
A-Class,2024,Global,White,Petrol,50747,199,1,Yes
C-Class,2024,Global,White,Hybrid,71250,240,1,No
GLC,2025,Global,Silver,Petrol,166657,377,1,No
A-Class,2024,Global,Green,Petrol,49458,245,1,Yes
GLA,2025,Global,Silver,Hybrid,59141,407,1,No
C-Class,2023,Global,Silver,Diesel,44217,343,1,Yes
GLC,2025,Global,Red,Petrol,107855,284,1,No
A-Class,2025,Global,Grey,Hybrid,60499,419,1,Yes
GLC,2024,Global,Blue,Petrol,150554,330,1,Yes
S-Class,2023,Global,Black,Hybrid,180579,692,1,No
GLC,2021,Global,Black,Diesel,96433,491,1,Yes
E-Class,2020,Global,Black,Petrol,52861,554,1,Yes
C-Class,2020,Global,Black,Diesel,52582,254,1,Yes
GLE,2023,Global,Red,Diesel,115897,371,1,No
GLE,2020,Global,Black,Petrol,124428,333,1,No
S-Class,2023,Global,Silver,Hybrid,140876,500,1,Yes
GLE,2021,Global,Red,Petrol,106024,606,1,Yes
AMG C 63,2025,Global,Silver,Diesel,250393,498,1,No
GLC,2021,Global,White,Diesel,88255,296,1,No
GLC,2021,Global,Yellow,Petrol,148930,350,1,Yes
CLA,2023,Global,Grey,Hybrid,78938,207,1,Yes
AMG S 63,2024,Global,White,Electric,165937,795,1,Yes
GLC,2024,Global,White,Diesel,81471,222,1,Yes
GLA,2025,Global,Red,Electric,56369,191,1,Yes
GLA,2022,Global,White,Diesel,75596,408,1,Yes
GLB,2022,Global,Blue,Diesel,67505,160,1,Yes
E-Class,2023,Global,Silver,Petrol,54891,392,1,Yes
E-Class,2020,Global,Silver,Petrol,85695,229,1,Yes
GLC,2023,Global,White,Petrol,115218,417,1,Yes
C-Class,2020,Global,White,Diesel,46246,247,1,No
GLE,2025,Global,White,Diesel,175404,541,1,Yes
GLB,2024,Global,Grey,Diesel,62019,201,1,Yes
GLC,2025,Global,Red,Electric,112104,500,1,Yes
GLS,2022,Global,Silver,Petrol,336158,440,1,Yes
CLA,2023,Global,Black,Petrol,55420,324,1,Yes
G-Class,2024,Global,Black,Petrol,191684,486,1,Yes
GLS,2022,Global,White,Diesel,353976,379,1,Yes
GLC,2024,Global,White,Petrol,117489,202,1,Yes
GLC,2021,Global,Grey,Petrol,115789,221,1,Yes
C-Class,2021,Global,Silver,Diesel,57403,359,1,Yes
GLA,2021,Global,Yellow,Hybrid,53795,358,1,Yes
A-Class,2024,Global,Black,Petrol,44122,292,1,Yes
GLE,2023,Global,Brown,Electric,83816,274,1,Yes
C-Class,2025,Global,Black,Electric,77082,510,1,Yes
GLC,2023,Global,Grey,Petrol,162577,483,1,Yes
GLE,2020,Global,Silver,Diesel,128247,439,1,No
A-Class,2024,Global,Silver,Electric,45862,268,1,No
E-Class,2024,Global,Yellow,Petrol,89132,513,1,Yes
CLS,2024,Global,Black,Diesel,53944,382,1,Yes
E-Class,2023,Global,Silver,Electric,80497,228,1,Yes
E-Class,2022,Global,Grey,Electric,37687,552,1,Yes
C-Class,2022,Global,Red,Petrol,54025,300,1,Yes
C-Class,2020,Global,Grey,Petrol,89402,242,1,Yes
G-Class,2020,Global,Yellow,Petrol,185213,536,1,Yes
C-Class,2023,Global,Black,Petrol,86140,481,1,No
GLC,2023,Global,Black,Hybrid,92531,305,1,Yes
E-Class,2022,Global,Black,Diesel,66059,306,1,Yes
A-Class,2022,Global,Silver,Petrol,45313,227,1,Yes
GLE,2023,Global,Black,Electric,79398,334,1,Yes
GLC,2020,Global,Black,Diesel,97684,387,1,Yes
S-Class,2022,Global,Black,Petrol,260652,760,1,Yes
A-Class,2020,Global,Silver,Petrol,43789,211,1,Yes
CLA,2024,Global,Silver,Petrol,69185,347,1,Yes
GLA,2021,Global,White,Petrol,83993,215,1,Yes
GLS,2022,Global,Green,Hybrid,201899,561,1,Yes
C-Class,2023,Global,White,Petrol,90014,427,1,No
GLE,2023,Global,Yellow,Hybrid,119479,291,1,Yes
GLS,2021,Global,Blue,Diesel,305417,538,1,Yes
S-Class,2024,Global,Black,Diesel,328611,666,1,Yes
GLB,2022,Global,Blue,Diesel,39591,320,1,Yes
AMG C 63,2024,Global,Silver,Hybrid,331155,497,1,Yes
GLE,2024,Global,Blue,Diesel,138541,514,1,Yes
GLE,2020,Global,Black,Diesel,77444,452,1,Yes
CLA,2021,Global,Blue,Petrol,54405,330,1,Yes
GLA,2024,Global,Grey,Petrol,63307,269,1,Yes
AMG E 63,2025,Global,Silver,Diesel,398203,580,1,Yes
CLS,2022,Global,Black,Petrol,40913,441,1,No
GLC,2022,Global,White,Petrol,151325,391,1,Yes
E-Class,2023,Global,Red,Diesel,67717,506,1,No
GLC,2025,Global,White,Hybrid,82442,209,1,Yes
GLB,2024,Global,Blue,Hybrid,65237,302,1,No
C-Class,2021,Global,Red,Petrol,78752,510,1,Yes
GLC,2024,Global,Black,Petrol,95624,289,1,Yes
GLA,2021,Global,White,Petrol,72849,366,1,Yes
E-Class,2023,Global,Blue,Diesel,81273,484,1,No
C-Class,2023,Global,Silver,Petrol,79252,241,1,Yes
A-Class,2024,Global,Brown,Electric,62510,182,1,Yes
GLC,2024,Global,Yellow,Petrol,133149,250,1,Yes
G-Class,2020,Global,Black,Petrol,135752,475,1,Yes
A-Class,2024,Global,Silver,Petrol,102003,263,1,Yes
CLS,2020,Global,Blue,Diesel,66535,441,1,Yes
GLE,2022,Global,Grey,Diesel,117856,306,1,Yes
GLC,2020,Global,Black,Petrol,108330,476,1,Yes
A-Class,2024,Global,Blue,Petrol,54893,180,1,Yes
GLB,2022,Global,Grey,Petrol,37647,240,1,No
GLA,2024,Global,Black,Petrol,67786,175,1,Yes
CLA,2022,Global,Yellow,Diesel,54882,281,1,Yes
A-Class,2024,Global,Black,Hybrid,80258,395,1,Yes
GLE,2021,Global,Blue,Petrol,130236,309,1,Yes
GLE,2025,Global,Blue,Hybrid,141051,423,1,No
A-Class,2022,Global,Green,Diesel,55690,245,1,Yes
G-Class,2022,Global,Blue,Petrol,332624,545,1,Yes
C-Class,2022,Global,Silver,Petrol,72037,410,1,No
C-Class,2021,Global,Grey,Electric,70998,459,1,Yes
CLA,2022,Global,Silver,Hybrid,64623,333,1,Yes
GLC,2022,Global,Red,Petrol,115060,345,1,Yes
GLE,2020,Global,White,Petrol,70947,427,1,Yes
GLC,2025,Global,Grey,Hybrid,158061,406,1,Yes
GLA,2020,Global,White,Petrol,89489,333,1,Yes
GLC,2023,Global,Red,Hybrid,145359,277,1,Yes
GLE,2022,Global,White,Hybrid,138024,489,1,Yes
C-Class,2023,Global,Brown,Petrol,51184,291,1,Yes
A-Class,2022,Global,Black,Petrol,48396,343,1,No
C-Class,2020,Global,Blue,Petrol,81326,507,1,Yes
E-Class,2020,Global,Black,Diesel,74314,251,1,Yes
E-Class,2024,Global,Silver,Petrol,91173,607,1,Yes
GLE,2025,Global,Yellow,Hybrid,108171,448,1,Yes
E-Class,2023,Global,Grey,Petrol,58400,235,1,Yes
A-Class,2022,Global,Blue,Petrol,64573,166,1,Yes
GLA,2024,Global,White,Hybrid,49092,370,1,Yes
A-Class,2025,Global,Black,Hybrid,103584,329,1,Yes
E-Class,2021,Global,Blue,Diesel,64921,467,1,Yes
GLC,2022,Global,Grey,Petrol,78334,274,1,Yes
GLA,2022,Global,Blue,Hybrid,77973,252,1,Yes
GLE,2021,Global,Black,Petrol,107317,417,1,Yes
GLC,2021,Global,White,Petrol,110066,376,1,Yes
GLC,2023,Global,Silver,Hybrid,114117,247,1,No
GLE,2021,Global,Black,Diesel,62603,553,1,Yes
A-Class,2025,Global,White,Hybrid,78592,166,1,Yes
CLA,2021,Global,White,Petrol,54781,360,1,Yes
E-Class,2021,Global,Silver,Diesel,38241,434,1,Yes
GLA,2024,Global,Green,Hybrid,79815,402,1,Yes
GLB,2024,Global,Yellow,Electric,70425,278,1,Yes
C-Class,2023,Global,Yellow,Petrol,83103,204,1,Yes
GLS,2023,Global,Black,Hybrid,359864,480,1,Yes
C-Class,2021,Global,Black,Hybrid,69754,338,1,Yes
C-Class,2021,Global,Silver,Diesel,54922,333,1,Yes
GLE,2021,Global,White,Petrol,147148,544,1,Yes
C-Class,2023,Global,Orange,Hybrid,93671,223,1,Yes
A-Class,2022,Global,Red,Diesel,52077,260,1,No
E-Class,2021,Global,White,Petrol,71338,582,1,Yes
GLC,2022,Global,Blue,Hybrid,103775,506,1,Yes
GLA,2022,Global,Black,Electric,94262,276,1,Yes
GLA,2021,Global,White,Petrol,73292,310,1,No
C-Class,2020,Global,Grey,Petrol,70802,236,1,Yes
GLC,2025,Global,Grey,Petrol,174909,356,1,No
GLC,2023,Global,Grey,Petrol,140100,480,1,Yes
